LCR	DESC	DATETIME	NO	LOCATION
71A	Traffic/DWI (Driving While Impaired)	6/6/2015 19:01	P15030564	"(35.824287067144674, -78.5879309074282)"
71A	Traffic/DWI (Driving While Impaired)	6/6/2015 18:42	P15030561	"(35.874522970000044, -78.64502135599997)"
71A	Traffic/DWI (Driving While Impaired)	6/6/2015 6:28	P15030460	"(35.84339724117197, -78.6818640087776)"
71A	Traffic/DWI (Driving While Impaired)	6/6/2015 5:06	P15030453	"(35.886585674053286, -78.73425833664301)"
71A	Traffic/DWI (Driving While Impaired)	6/6/2015 1:39	P15030434	"(35.836010743566305, -78.82922506825813)"
71A	Traffic/DWI (Driving While Impaired)	6/6/2015 0:45	P15030430	"(35.7879799805635, -78.6612596120607)"
71A	Traffic/DWI (Driving While Impaired)	6/5/2015 21:01	P15030391	"(35.75632357276404, -78.63021236275026)"
71A	Traffic/DWI (Driving While Impaired)	6/5/2015 18:02	P15030343	"(35.784149574324694, -78.64667933132745)"
71A	Traffic/DWI (Driving While Impaired)	6/5/2015 4:33	P15030214	"(35.80013820346667, -78.62444780314286)"
71A	Traffic/DWI (Driving While Impaired)	6/5/2015 3:31	P15030213	"(35.788580884149795, -78.64375332355598)"
71A	Traffic/DWI (Driving While Impaired)	6/5/2015 2:27	P15030210	"(35.81028689264749, -78.6510446917421)"
71A	Traffic/DWI (Driving While Impaired)	6/5/2015 0:09	P15030197	"(35.77711393759553, -78.64454957899758)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 19:06	P15030151	"(35.83952915101416, -78.66820078046867)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 18:35	P15030145	"(35.75795283735044, -78.61220343569522)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 18:22	P15030140	"(35.802058084863454, -78.62929451752562)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 4:11	P15029991	"(35.79123921988269, -78.64231186641115)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 4:04	P15029990	"(35.76389642552212, -78.6493263222947)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 3:37	P15029989	"(35.8574883915012, -78.60657174993318)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 3:20	P15029985	"(35.77077326423613, -78.62035975883244)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 1:04	P15029976	"(35.89342412485779, -78.55924485686808)"
71A	Traffic/DWI (Driving While Impaired)	6/4/2015 0:50	P15029974	"(35.85264771883332, -78.64279181364513)"
71A	Traffic/DWI (Driving While Impaired)	6/3/2015 23:32	P15029964	"(35.77051252880118, -78.64887723264337)"
71A	Traffic/DWI (Driving While Impaired)	6/3/2015 21:37	P15029962	"(35.803630262741684, -78.62565992748218)"
71A	Traffic/DWI (Driving While Impaired)	6/3/2015 16:32	P15029873	"(35.79175333323503, -78.69126978544277)"
71A	Traffic/DWI (Driving While Impaired)	6/2/2015 18:51	P15029694	"(35.776221012151034, -78.64452315701325)"
71A	Traffic/DWI (Driving While Impaired)	6/2/2015 12:55	P15029622	"(35.79377841058478, -78.54823466427618)"
71A	Traffic/DWI (Driving While Impaired)	6/2/2015 8:58	P15029541	"(35.84665021914804, -78.57452397460018)"
71A	Traffic/DWI (Driving While Impaired)	6/2/2015 2:26	P15029521	"(35.87547378576998, -78.57676551126706)"
71A	Traffic/DWI (Driving While Impaired)	6/1/2015 21:18	P15029483	"(35.833182602208275, -78.61117279174272)"
71A	Traffic/DWI (Driving While Impaired)	6/1/2015 3:05	P15029298	"(35.731070999253404, -78.64071468168137)"
71A	Traffic/DWI (Driving While Impaired)	6/1/2015 2:45	P15029295	"(35.834261898655846, -78.58288193302995)"
71A	Traffic/DWI (Driving While Impaired)	6/1/2015 2:20	P15029297	"(35.751517448318836, -78.70096649783379)"
71A	Traffic/DWI (Driving While Impaired)	5/31/2015 20:54	P15029269	"(35.74899005454846, -78.61870888675516)"
71A	Traffic/DWI (Driving While Impaired)	5/31/2015 7:37	P15029178	"(35.880704802000025, -78.65788321199994)"
71A	Traffic/DWI (Driving While Impaired)	5/31/2015 5:06	P15029172	"(35.77209572270053, -78.56030669045197)"
71A	Traffic/DWI (Driving While Impaired)	5/31/2015 3:28	P15029157	"(35.771307580090124, -78.63530585732016)"
71A	Traffic/DWI (Driving While Impaired)	5/31/2015 3:02	P15029152	
71A	Traffic/DWI (Driving While Impaired)	5/31/2015 1:49	P15029169	"(35.779577515420435, -78.63846923065839)"
71A	Traffic/DWI (Driving While Impaired)	5/30/2015 10:55	P15029014	"(35.76901420942807, -78.58078071554212)"
71A	Traffic/DWI (Driving While Impaired)	5/30/2015 4:24	P15028968	"(35.80746414552591, -78.62546281824906)"
71A	Traffic/DWI (Driving While Impaired)	5/30/2015 3:43	P15028964	"(35.814986045585144, -78.69095086188806)"
71A	Traffic/DWI (Driving While Impaired)	5/30/2015 2:57	P15028962	"(35.86970096861655, -78.58345854501151)"
71A	Traffic/DWI (Driving While Impaired)	5/30/2015 2:40	P15028970	"(35.78570547381069, -78.71909248749107)"
71A	Traffic/DWI (Driving While Impaired)	5/30/2015 2:03	P15028955	"(35.78384268802881, -78.63769153917096)"
71A	Traffic/DWI (Driving While Impaired)	5/30/2015 1:50	P15028950	"(35.78074758317604, -78.74900581920944)"
71A	Traffic/DWI (Driving While Impaired)	5/29/2015 19:25	P15028909	"(35.782389929833826, -78.62345524948024)"
71A	Traffic/DWI (Driving While Impaired)	5/29/2015 18:07	P15028885	"(35.85805043799288, -78.5933476288671)"
71A	Traffic/DWI (Driving While Impaired)	5/29/2015 3:17	P15028726	"(35.800761506758086, -78.66540591753977)"
71A	Traffic/DWI (Driving While Impaired)	5/29/2015 0:56	P15028715	"(35.85362047831538, -78.70099349109326)"
71A	Traffic/DWI (Driving While Impaired)	5/28/2015 19:27	P15028665	"(35.837542144762686, -78.61417275913044)"
71A	Traffic/DWI (Driving While Impaired)	5/28/2015 4:15	P15028496	"(35.81392357225082, -78.6510943889995)"
71A	Traffic/DWI (Driving While Impaired)	5/28/2015 4:14	P15028495	"(35.81288340880056, -78.65112412298049)"
71A	Traffic/DWI (Driving While Impaired)	5/28/2015 3:56	P15028494	"(35.7891163595697, -78.64646362836311)"
71A	Traffic/DWI (Driving While Impaired)	5/28/2015 2:39	P15028491	"(35.80706609449588, -78.63778435535086)"
71A	Traffic/DWI (Driving While Impaired)	5/26/2015 15:56	P15028186	
71A	Traffic/DWI (Driving While Impaired)	5/25/2015 20:47	P15028045	"(35.754684827146654, -78.72968134723295)"
71A	Traffic/DWI (Driving While Impaired)	5/25/2015 18:50	P15028050	"(35.84204436777069, -78.57989127928441)"
71A	Traffic/DWI (Driving While Impaired)	5/25/2015 0:58	P15027917	"(35.85046344930195, -78.64357986042143)"
71A	Traffic/DWI (Driving While Impaired)	5/24/2015 23:05	P15027899	"(35.82489484331468, -78.62157929217963)"
71A	Traffic/DWI (Driving While Impaired)	5/24/2015 3:49	P15027788	"(35.81944643788094, -78.62312865414158)"
71A	Traffic/DWI (Driving While Impaired)	5/24/2015 3:33	P15027781	"(35.83479389804855, -78.58194200620032)"
71A	Traffic/DWI (Driving While Impaired)	5/24/2015 3:14	P15027777	"(35.81678839175272, -78.66077089776273)"
71A	Traffic/DWI (Driving While Impaired)	5/24/2015 0:12	P15027774	"(35.77158719718844, -78.59372408279079)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 23:46	P15027758	"(35.77692882957313, -78.63913996745607)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 22:49	P15027741	"(35.87504073922587, -78.70273539223912)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 18:15	P15027696	
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 4:12	P15027601	"(35.812770895602696, -78.65215736270333)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 4:09	P15027600	"(35.81002469567716, -78.61356676289157)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 3:56	P15027603	"(35.77435115662952, -78.72782411890043)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 3:44	P15027598	"(35.81668180499634, -78.65339112024559)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 3:29	P15027596	"(35.814248797922495, -78.65213310058265)"
71A	Traffic/DWI (Driving While Impaired)	5/23/2015 3:18	P15027595	"(35.813167330508406, -78.65071340207841)"
71A	Traffic/DWI (Driving While Impaired)	5/22/2015 23:19	P15027576	"(35.781069575827054, -78.61522074979686)"
71A	Traffic/DWI (Driving While Impaired)	5/22/2015 22:01	P15027584	"(35.81480886911847, -78.62642852857046)"
71A	Traffic/DWI (Driving While Impaired)	5/22/2015 1:17	P15027394	"(35.73644937061166, -78.64008158040079)"
71A	Traffic/DWI (Driving While Impaired)	5/21/2015 23:45	P15027382	"(35.79213792337789, -78.64220578354498)"
71A	Traffic/DWI (Driving While Impaired)	5/21/2015 9:52	P15027279	"(35.79772763942733, -78.57719527261479)"
71A	Traffic/DWI (Driving While Impaired)	5/21/2015 2:50	P15027232	"(35.77737624528093, -78.70969538503944)"
71A	Traffic/DWI (Driving While Impaired)	5/21/2015 1:26	P15027233	"(35.76082650496621, -78.64709118335374)"
71A	Traffic/DWI (Driving While Impaired)	5/21/2015 0:19	P15027220	"(35.77376485542361, -78.64374133492875)"
71A	Traffic/DWI (Driving While Impaired)	5/20/2015 2:59	P15027026	"(35.81350023874687, -78.61809638609519)"
71A	Traffic/DWI (Driving While Impaired)	5/20/2015 2:59	P15027024	"(35.821708736085625, -78.62968810830375)"
71A	Traffic/DWI (Driving While Impaired)	5/20/2015 2:37	P15027022	"(35.83512957813947, -78.63841874806484)"
71A	Traffic/DWI (Driving While Impaired)	5/19/2015 23:54	P15027005	"(35.88376460477075, -78.74091657604785)"
71A	Traffic/DWI (Driving While Impaired)	5/19/2015 1:35	P15026781	"(35.873377046002204, -78.62246567445322)"
71A	Traffic/DWI (Driving While Impaired)	5/18/2015 21:07	P15026751	"(35.81140179437358, -78.56232704285932)"
71A	Traffic/DWI (Driving While Impaired)	5/18/2015 0:19	P15026541	"(35.77678329273958, -78.63454668796)"
71A	Traffic/DWI (Driving While Impaired)	5/17/2015 4:10	P15026404	"(35.78485176600394, -78.64535237566477)"
71A	Traffic/DWI (Driving While Impaired)	5/17/2015 3:11	P15026403	"(35.80310894249261, -78.62169154515253)"
71A	Traffic/DWI (Driving While Impaired)	5/17/2015 3:00	P15026397	"(35.841984314051494, -78.5754386661408)"
71A	Traffic/DWI (Driving While Impaired)	5/17/2015 2:45	P15026391	"(35.83380255131872, -78.63886902748561)"
71A	Traffic/DWI (Driving While Impaired)	5/17/2015 2:34	P15026383	"(35.80383231667366, -78.62061300399827)"
71A	Traffic/DWI (Driving While Impaired)	5/17/2015 1:57	P15026392	"(35.844255180113265, -78.57977937191951)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 23:46	P15026363	"(35.77144985446254, -78.58263600852807)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 23:38	P15026354	"(35.76472235487945, -78.55970157379994)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 19:51	P15026314	"(35.81104287008515, -78.59997017259886)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 16:35	P15026281	"(35.836050420091105, -78.6129693228434)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 3:25	P15026206	"(35.80392491287256, -78.62415915358149)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 3:20	P15026192	"(35.77649680016636, -78.60350471746594)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 3:12	P15026199	"(35.86146788367193, -78.54912958956896)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 3:10	P15026190	"(35.783041967775866, -78.68771952224678)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 3:04	P15026189	"(35.75251874223972, -78.64915066893381)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 2:38	P15026186	"(35.84621529801921, -78.58700651167324)"
71A	Traffic/DWI (Driving While Impaired)	5/16/2015 0:27	P15026169	"(35.80569896551995, -78.64850939801752)"
71A	Traffic/DWI (Driving While Impaired)	5/15/2015 2:43	P15025947	"(35.82141302353494, -78.66390335258278)"
71A	Traffic/DWI (Driving While Impaired)	5/15/2015 2:43	P15025959	"(35.78194146098999, -78.64791159011604)"
71A	Traffic/DWI (Driving While Impaired)	5/15/2015 2:32	P15025946	"(35.83643398753034, -78.67094502571852)"
71A	Traffic/DWI (Driving While Impaired)	5/15/2015 1:28	P15025952	"(35.76380749769044, -78.6487292280868)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 22:40	P15025928	"(35.88894329031545, -78.60464655811467)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 20:39	P15025938	"(35.798380084860916, -78.56198988213872)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 4:50	P15025727	"(35.78490111401025, -78.64688120428188)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 3:35	P15025723	"(35.82320951976617, -78.62238772559208)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 3:14	P15025724	"(35.88547449997441, -78.64194675031229)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 1:51	P15025721	"(35.76759894988589, -78.64653751236929)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 1:46	P15025711	"(35.867810148460975, -78.61027983905744)"
71A	Traffic/DWI (Driving While Impaired)	5/14/2015 1:01	P15025725	"(35.76689104206626, -78.64984969237817)"
71A	Traffic/DWI (Driving While Impaired)	5/13/2015 17:30	P15025635	"(35.78002461336615, -78.61817663137194)"
71A	Traffic/DWI (Driving While Impaired)	5/13/2015 14:26	P15025589	"(35.78865774367528, -78.65154034239448)"
71A	Traffic/DWI (Driving While Impaired)	5/13/2015 3:47	P15025499	"(35.73681965597168, -78.66321857367636)"
71A	Traffic/DWI (Driving While Impaired)	5/13/2015 2:13	P15025491	"(35.845031486464606, -78.5690725526992)"
71A	Traffic/DWI (Driving While Impaired)	5/12/2015 3:09	P15025270	"(35.78463139314836, -78.70202075342475)"
71A	Traffic/DWI (Driving While Impaired)	5/12/2015 1:15	P15025266	"(35.753706445803715, -78.62206593543422)"
71A	Traffic/DWI (Driving While Impaired)	5/11/2015 22:58	P15025252	
71A	Traffic/DWI (Driving While Impaired)	5/11/2015 2:46	P15025091	"(35.829090305539715, -78.61949345658626)"
71A	Traffic/DWI (Driving While Impaired)	5/11/2015 2:37	P15025086	"(35.81554564014616, -78.62686549608384)"
71A	Traffic/DWI (Driving While Impaired)	5/10/2015 5:03	P15024959	"(35.75750706572747, -78.70062066486393)"
71A	Traffic/DWI (Driving While Impaired)	5/10/2015 2:56	P15024943	"(35.784892619816226, -78.64660380345879)"
71A	Traffic/DWI (Driving While Impaired)	5/10/2015 2:28	P15024936	"(35.8117948811965, -78.65089381500847)"
71A	Traffic/DWI (Driving While Impaired)	5/10/2015 2:27	P15024962	"(35.84151039232896, -78.67804278080258)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 23:52	P15024937	"(35.81655294400008, -78.57902367099996)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 23:19	P15024908	"(35.85569890672371, -78.71331275964536)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 23:12	P15024932	"(35.779078572179365, -78.64342811926282)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 16:06	P15024838	"(35.768188405206224, -78.6234804880331)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 13:03	P15024794	"(35.89275392696054, -78.55901450678205)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 6:41	P15024747	"(35.780185582243355, -78.67598553631177)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 5:13	P15024744	"(35.766679699641465, -78.55804270783558)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 5:05	P15024741	"(35.749994840683065, -78.66369454031609)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 3:18	P15024738	"(35.83538796581349, -78.583030800509)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 3:09	P15024748	"(35.83688286140394, -78.67220785379284)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 2:33	P15024737	"(35.836375731495366, -78.67084786502927)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 1:28	P15024719	"(35.835571404091134, -78.5820174662948)"
71A	Traffic/DWI (Driving While Impaired)	5/9/2015 1:20	P15024717	"(35.81464346203346, -78.62425341126652)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 22:18	P15024707	"(35.78669101711509, -78.70471788019918)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 21:44	P15024689	"(35.83480415660012, -78.60590709296751)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 19:54	P15024691	"(35.7841182136518, -78.64482443673835)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 6:33	P15024533	"(35.8412436522438, -78.61126145651716)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 3:59	P15024518	"(35.77796646070346, -78.63824242376278)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 3:30	P15024516	"(35.788634578168555, -78.64795256273088)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 3:18	P15024514	"(35.872867591330404, -78.64285357565745)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 2:52	P15024513	"(35.81314923397641, -78.62523814612828)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 1:15	P15024505	"(35.786008176665725, -78.73233014242219)"
71A	Traffic/DWI (Driving While Impaired)	5/8/2015 0:35	P15024500	"(35.85220717909019, -78.64234930348731)"
71A	Traffic/DWI (Driving While Impaired)	5/7/2015 23:48	P15024512	"(35.74578890367356, -78.58479152497624)"
71A	Traffic/DWI (Driving While Impaired)	5/7/2015 2:40	P15024279	"(35.84537718020393, -78.58015683203264)"
71A	Traffic/DWI (Driving While Impaired)	5/7/2015 1:27	P15024272	"(35.74331846152804, -78.68003283640013)"
71A	Traffic/DWI (Driving While Impaired)	5/6/2015 18:13	P15024213	"(35.78625816897635, -78.70534088443857)"
71A	Traffic/DWI (Driving While Impaired)	5/6/2015 2:40	P15024085	"(35.75353332416352, -78.64914055708147)"
71A	Traffic/DWI (Driving While Impaired)	5/6/2015 1:20	P15024079	"(35.8951175423568, -78.55887868033489)"
71A	Traffic/DWI (Driving While Impaired)	5/5/2015 4:44	P15023863	"(35.76367924400006, -78.65053574099994)"
71A	Traffic/DWI (Driving While Impaired)	5/5/2015 2:30	P15023857	"(35.862920016164786, -78.7124984586088)"
71A	Traffic/DWI (Driving While Impaired)	5/5/2015 2:08	P15023862	"(35.77955554919171, -78.66723327903239)"
71A	Traffic/DWI (Driving While Impaired)	5/4/2015 23:05	P15023842	"(35.74990782384645, -78.69566036334527)"
71A	Traffic/DWI (Driving While Impaired)	5/4/2015 0:28	P15023659	"(35.82109626237057, -78.59099912541039)"
71A	Traffic/DWI (Driving While Impaired)	5/4/2015 0:16	P15023655	"(35.79035234546747, -78.6301066575911)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 6:46	P15023534	"(35.732826690916625, -78.65057955083728)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 4:43	P15023519	"(35.893366162394635, -78.60090863623932)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 4:08	P15023532	"(35.75432465835946, -78.66698564424979)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 3:45	P15023514	"(35.7855799994584, -78.70546349153291)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 3:36	P15023626	"(35.801895692001246, -78.62897566580807)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 3:17	P15023509	"(35.80682163984926, -78.7228940815591)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 2:54	P15023511	"(35.80125541213977, -78.63163819610944)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 2:47	P15023502	"(35.831607706057895, -78.58432106978)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 2:33	P15023521	"(35.78954988018042, -78.63432523112796)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 2:23	P15023516	"(35.83024668980937, -78.57867041542185)"
71A	Traffic/DWI (Driving While Impaired)	5/3/2015 2:13	P15023524	"(35.8924788586751, -78.75210139514155)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 6:10	P15023339	"(35.8682650715569, -78.62045216441125)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 5:07	P15023331	"(35.790679681000036, -78.63424786799999)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 4:38	P15023327	"(35.83554050616399, -78.59586525784906)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 4:15	P15023325	"(35.774867742036506, -78.68281291762476)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 3:31	P15023336	"(35.786101279462045, -78.732833004391)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 3:25	P15023320	
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 2:48	P15023316	"(35.78532942197621, -78.64733783932938)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 2:40	P15023330	"(35.77746489229992, -78.63496275730147)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 2:19	P15023329	"(35.802044920012136, -78.62934113137344)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 1:54	P15023323	"(35.78104913874872, -78.64641098605487)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 1:39	P15023307	"(35.778723651000064, -78.61073933499995)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 1:38	P15023306	"(35.862642902954335, -78.63607897092578)"
71A	Traffic/DWI (Driving While Impaired)	5/2/2015 0:58	P15023308	"(35.801857322511424, -78.62922751698544)"
71A	Traffic/DWI (Driving While Impaired)	5/1/2015 23:30	P15023288	"(35.787714652000034, -78.73140503199994)"
71A	Traffic/DWI (Driving While Impaired)	5/1/2015 4:23	P15023076	"(35.76393185722399, -78.64932582736384)"
71A	Traffic/DWI (Driving While Impaired)	5/1/2015 3:08	P15023072	"(35.807742905890265, -78.62445020683869)"
71A	Traffic/DWI (Driving While Impaired)	5/1/2015 2:36	P15023070	"(35.820097985317254, -78.62504090741483)"
71A	Traffic/DWI (Driving While Impaired)	5/1/2015 1:32	P15023066	"(35.77936721764697, -78.65280984695922)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 16:50	P15022989	"(35.74766008010133, -78.60465073204662)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 10:32	P15022902	"(35.839272476671376, -78.57836605112182)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 4:43	P15022862	"(35.81346802532998, -78.65159927274065)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 3:03	P15022858	"(35.810366864667, -78.62622295906125)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 2:00	P15022861	"(35.76236689451138, -78.64795653769555)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 1:54	P15022853	"(35.7811737633053, -78.6222261648637)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 1:12	P15022849	"(35.780430835017036, -78.64759844672871)"
71A	Traffic/DWI (Driving While Impaired)	4/30/2015 1:08	P15022847	"(35.80100121130386, -78.6725820429752)"
71A	Traffic/DWI (Driving While Impaired)	4/29/2015 22:59	P15022845	"(35.80339365130762, -78.64585465759482)"
71A	Traffic/DWI (Driving While Impaired)	4/28/2015 22:17	P15022675	"(35.78748816923664, -78.61438341980612)"
71A	Traffic/DWI (Driving While Impaired)	4/28/2015 7:11	P15022496	"(35.803146137262345, -78.62052503515959)"
71A	Traffic/DWI (Driving While Impaired)	4/27/2015 22:28	P15022464	"(35.750418993452385, -78.64892637811217)"
71A	Traffic/DWI (Driving While Impaired)	4/27/2015 22:11	P15022465	"(35.80689915013031, -78.63004894178854)"
71A	Traffic/DWI (Driving While Impaired)	4/27/2015 3:52	P15022275	"(35.78694304511463, -78.58827423482889)"
71A	Traffic/DWI (Driving While Impaired)	4/27/2015 3:27	P15022278	"(35.84753670011241, -78.60176184522231)"
71A	Traffic/DWI (Driving While Impaired)	4/27/2015 3:26	P15022274	"(35.86514047745656, -78.59146937490395)"
71A	Traffic/DWI (Driving While Impaired)	4/27/2015 1:10	P15022267	"(35.83747201054032, -78.71351292421184)"
71A	Traffic/DWI (Driving While Impaired)	4/27/2015 0:53	P15022272	"(35.818880250192386, -78.58057070212993)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 18:23	P15022212	"(35.78239361574421, -78.57321570547407)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 8:01	P15022137	"(35.75212124956444, -78.6165973722385)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 4:45	P15022132	"(35.81637886400006, -78.59939375399995)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 4:07	P15022126	"(35.84457167121548, -78.58098677848812)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 3:40	P15022134	"(35.84814169900083, -78.69146747953657)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 3:13	P15022118	"(35.79448389451655, -78.653194392237)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 2:54	P15022125	"(35.84799161579678, -78.56339314355486)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 1:43	P15022113	"(35.86934428915132, -78.58123717209838)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 1:28	P15022112	"(35.85157545920504, -78.69613095426938)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 0:52	P15022102	"(35.85525061645537, -78.57925723717351)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 0:33	P15022098	"(35.76287787405057, -78.64834831895901)"
71A	Traffic/DWI (Driving While Impaired)	4/26/2015 0:27	P15022106	"(35.78753966040932, -78.58734272809878)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 21:58	P15022080	"(35.77338330072738, -78.63947110572025)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 21:11	P15022076	"(35.77083971057045, -78.72256089915449)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 19:42	P15022053	"(35.81691994712751, -78.59492055335281)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 4:43	P15021936	"(35.76458828715766, -78.64865977823494)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 3:54	P15021930	"(35.80548631887391, -78.64543721363924)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 2:35	P15021919	"(35.80091342980392, -78.63203131573006)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 2:34	P15021921	"(35.76081951188231, -78.64837245050201)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 2:06	P15021929	"(35.798447426197015, -78.64701184889914)"
71A	Traffic/DWI (Driving While Impaired)	4/25/2015 1:43	P15021914	"(35.88582762806265, -78.69066879455762)"
71A	Traffic/DWI (Driving While Impaired)	4/24/2015 9:47	P15021745	"(35.779913557583484, -78.65250057261356)"
71A	Traffic/DWI (Driving While Impaired)	4/24/2015 5:44	P15021720	"(35.78905068096621, -78.64336209872921)"
71A	Traffic/DWI (Driving While Impaired)	4/24/2015 5:13	P15021717	"(35.8046075514527, -78.62588304357588)"
71A	Traffic/DWI (Driving While Impaired)	4/24/2015 4:37	P15021716	"(35.83592519053101, -78.62614876370606)"
71A	Traffic/DWI (Driving While Impaired)	4/24/2015 1:47	P15021708	"(35.78035476597207, -78.60878986060872)"
71A	Traffic/DWI (Driving While Impaired)	4/24/2015 1:24	P15021713	"(35.76307163510646, -78.64915488907975)"
